Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	stationaryDist[1]	stationaryDist[2]	tree_length
2232	-307.1688	-389.8207	82.65183	0.0848062	0.128756	0.0143658	0.0768874	0.00727054	0.00610283	0.00142151	0.0304296	0.00739701	0.014036	0.021146	0.000810882	0.0279148	0.0300124	0.00122737	0.031906	0.0248517	0.0177825	0.0541143	0.00607982	0.0172996	0.0120108	0.00549476	0.0141559	0.00673277	0.00776881	0.00845522	0.0107922	0.00479866	0.000644042	0.0536506	0.00565697	0.0548083	0.01954	0.00948237	0.0125074	0.00151585	0.0064464	0.0242112	0.0520155	0.00631855	0.0148589	0.0159257	0.0171324	0.0493496	0.00078911	0.0204304	0.00667262	0.0343804	0.0181838	0.00517503	0.0386724	0.00322359	0.0251883	0.0203622	0.0176567	0.0194095	0.630852	1.369148	0.161468	0.410944	0.757717	1.31975	2.43342	6.19317	1.318477	2.170316	0.0690023	0.104762	0.0116887	0.0625592	0.00591565	0.00496555	0.00115661	0.024759	0.00601855	0.0114203	0.0172054	0.000659771	0.0227128	0.0244195	0.000998644	0.0259602	0.0202205	0.0144687	0.0440299	0.00494682	0.0140758	0.00977253	0.00447079	0.0115179	0.00547809	0.00632107	0.00687956	0.00878101	0.00390442	0.000524022	0.0436526	0.00460278	0.0445946	0.0158987	0.00771529	0.0101766	0.00123337	0.00524509	0.0196993	0.0423223	0.00514106	0.0120899	0.0129579	0.0139397	0.0401531	0.000642056	0.0166231	0.00542916	0.0279735	0.0147952	0.00421065	0.0314657	0.00262286	0.0204943	0.0165676	0.0143663	0.0157925	0.684574	0.315426	1.229035
2268	-300.9477	-385.0069	84.05919	0.0171366	0.0186377	0.0245201	0.0506192	0.0123004	0.00997241	0.0108706	0.0544036	0.00914605	0.00436726	0.0260545	0.00203704	0.0140239	0.0107662	0.00314582	0.00944394	0.00931035	0.00148943	0.0137308	0.00138134	0.0172409	0.0122741	0.00190132	0.0118462	0.000614609	0.00303922	0.00258541	0.00846031	0.00399477	0.000448256	0.00839012	0.00695513	0.0527595	0.0058767	0.00403623	0.0135694	0.00516409	0.0203456	0.00673842	0.000316147	0.00792083	0.0162602	0.00461126	0.00131311	0.00320326	0.0053903	0.00941033	0.00237308	0.0299961	0.0088864	0.00819146	0.00779977	0.00252821	0.00393997	0.00775188	0.00795977	0.0135788	1.067931	0.9320691	0.139509	0.382666	0.74105	1.34944	2.61325	7.16802	1.424178	0.8727804	0.0271567	0.0295354	0.0388573	0.080217	0.0194927	0.0158034	0.0172268	0.0862142	0.0144939	0.00692087	0.0412889	0.00322813	0.0222238	0.0170613	0.00498523	0.014966	0.0147542	0.00236032	0.0217595	0.00218903	0.0273219	0.019451	0.00301306	0.0187728	0.000973979	0.0048163	0.00409714	0.0134072	0.00633058	0.000710357	0.0132959	0.0110219	0.0836088	0.00931289	0.00639627	0.0215037	0.0081836	0.032242	0.0106785	0.000501003	0.0125523	0.0257677	0.00730753	0.0020809	0.00507626	0.00854208	0.0149127	0.00376066	0.0475353	0.0140824	0.0129811	0.0123604	0.00400649	0.00624373	0.0122845	0.012614	0.0215186	0.466035	0.533965	0.6310284
2304	-304.1765	-387.7977	83.62119	0.0145629	0.0627835	0.0258826	0.036266	0.00710416	0.0453158	0.0129851	0.0428713	0.0708643	0.000170215	0.0447728	0.0098592	0.0369443	0.0347307	0.00639644	0.00392207	0.043438	0.0204561	0.0409996	0.00941809	0.0418546	0.0347036	0.0226478	0.00300116	0.00915209	0.00108104	0.0079338	0.00208041	0.00205511	0.0110923	0.00165928	0.120668	0.000890171	0.00232589	0.0138885	0.0263692	0.0307753	0.047266	0.00733525	0.0153596	0.00260094	0.0242254	0.00599963	0.0192848	0.0902621	0.000889815	0.0133453	0.00983318	0.0300091	0.0475446	0.00806578	0.0567173	0.02838	0.0037866	0.0182129	0.000788904	0.0567888	1.120701	0.8792994	0.180683	0.434106	0.770791	1.29737	2.30358	5.53457	1.23718	0.7845979	0.0104873	0.045213	0.0186391	0.0261166	0.00511599	0.0326338	0.00935114	0.0308734	0.0510323	0.000122579	0.0322428	0.00710001	0.0266051	0.025011	0.00460634	0.00282444	0.0312815	0.0147313	0.0295255	0.00678235	0.0301412	0.0249915	0.0163096	0.00216126	0.00659079	0.000778501	0.00571345	0.00149819	0.00147997	0.00798799	0.00119492	0.0868979	0.000641049	0.00167497	0.0100016	0.0189896	0.0221626	0.0340381	0.00528241	0.0110611	0.00187304	0.0174457	0.00432058	0.0138878	0.0650014	0.000640792	0.00961051	0.00708128	0.0216108	0.0342388	0.0058085	0.0408444	0.0204376	0.00272689	0.0131159	0.000568122	0.0408959	0.43965	0.56035	1.388617
2340	-307.8602	-391.6913	83.83108	0.0785163	0.0540215	0.024141	0.165188	0.00159391	0.00283156	0.0260193	0.0558299	0.0170038	0.0162168	0.0448222	0.0157883	0.0555748	0.00669686	0.00963081	0.0197131	0.00500269	0.00160513	0.0504619	0.0532901	0.00108581	0.000368871	0.031864	0.000553442	0.00407338	0.00868155	0.0129868	0.00243953	0.00896361	0.0816119	0.0371006	0.0147859	0.0557132	0.0105615	0.0293402	0.0106555	0.000856777	0.0103783	0.035158	0.00155513	0.0285044	0.0488959	0.00303824	0.0140086	0.0254926	0.00277991	0.00513264	0.0133598	0.0430341	0.0348659	0.0022967	0.0210219	0.0445365	0.0117912	0.00866334	0.0152427	0.00369822	1.180143	0.8198565	0.206903	0.463765	0.786849	1.27089	2.15626	4.83318	1.139198	0.6947092	0.0565254	0.0388911	0.0173796	0.118922	0.00114749	0.0020385	0.0187318	0.040193	0.0122413	0.0116748	0.0322684	0.0113663	0.0400094	0.0048212	0.00693341	0.0141918	0.00360154	0.00115557	0.0363285	0.0383646	0.000781692	0.000265557	0.0229395	0.000398433	0.00293251	0.00625002	0.00934943	0.00175627	0.00645308	0.058754	0.0267094	0.0106447	0.040109	0.00760344	0.0211226	0.00767107	0.00061681	0.00747155	0.0253109	0.00111957	0.0205208	0.0352011	0.00218729	0.0100851	0.0183526	0.00200131	0.00369509	0.00961796	0.0309811	0.0251006	0.00165344	0.0151341	0.0320627	0.00848872	0.0062369	0.0109735	0.00266242	0.409928	0.590072	1.389045
2376	-299.6035	-382.9199	83.31641	0.122817	0.131226	0.0188032	0.197135	0.00423564	0.0119792	0.00660135	0.0550865	0.0176534	0.00948963	0.0847211	0.00137651	0.0302784	0.00790939	0.0431079	0.0136026	0.0326776	0.00111686	0.0901598	0.00459256	0.0143348	0.0181928	0.0485266	0.00430267	0.00735938	0.0176781	0.0260318	0.0212954	0.0179451	0.0243756	0.0362634	0.00521334	0.13893	0.00803882	0.0165578	0.0133582	0.00824702	0.033152	0.028218	0.00291114	0.0176282	0.0218353	0.00084798	0.00484741	0.0413332	0.00996918	0.0680748	0.0121321	0.0724509	0.0033847	0.000265475	0.0123598	0.0559845	0.0156442	0.01682	0.0314151	0.0485948	1.136294	0.863706	0.252498	0.511069	0.811056	1.23296	1.95668	3.96042	0.9951964	0.7601079	0.0678889	0.0725372	0.0103937	0.108969	0.00234131	0.00662168	0.00364899	0.0304499	0.00975817	0.00524553	0.0468308	0.000760886	0.0167368	0.00437203	0.0238285	0.00751905	0.018063	0.000617362	0.0498371	0.0025386	0.00792377	0.0100563	0.0268238	0.00237836	0.004068	0.00977183	0.0143895	0.0117714	0.00991944	0.013474	0.0200451	0.00288175	0.0767954	0.00444357	0.00915254	0.00738392	0.00455866	0.0183252	0.0155979	0.00160918	0.00974426	0.0120698	0.000468733	0.00267947	0.0228475	0.00551061	0.0376293	0.0067062	0.0400483	0.00187094	0.000146745	0.00683207	0.0309462	0.00864757	0.00929747	0.0173651	0.0268615	0.431853	0.568147	1.80909
2412	-293.0897	-377.3102	84.22051	0.0666226	0.0207785	0.0434951	0.0254267	0.00475902	0.00170592	0.00518073	0.0303757	0.0118843	0.00279391	0.035241	0.00383588	0.0126942	0.014688	0.00553325	0.0302709	0.020552	3.88907e-05	0.0405894	0.0240089	0.0416979	0.0378263	0.00409681	0.0198757	0.000829531	0.0110813	0.0224953	0.00343467	0.00177489	0.00258681	0.00932916	0.0577666	0.0255975	0.00523593	0.00317951	0.0217701	0.01504	0.0149924	0.00219699	0.00242197	0.0222363	0.0312466	0.000818391	0.00175472	0.059062	0.00158101	0.004583	0.00389984	0.0164409	0.00176371	0.0240781	0.0251131	0.00891021	0.0134233	0.00599651	0.0230854	0.0396455	1.457276	0.5427235	0.0914049	0.31136	0.694876	1.43911	3.21172	10.9403	1.729911	0.3724232	0.0674766	0.0210449	0.0440527	0.0257527	0.00482003	0.00172779	0.00524715	0.0307651	0.0120366	0.00282972	0.0356928	0.00388505	0.012857	0.0148763	0.00560419	0.0306589	0.0208154	3.93893e-05	0.0411098	0.0243167	0.0422324	0.0383112	0.00414933	0.0201305	0.000840165	0.0112233	0.0227837	0.0034787	0.00179765	0.00261998	0.00944876	0.0585072	0.0259256	0.00530305	0.00322027	0.0220492	0.0152328	0.0151846	0.00222516	0.00245301	0.0225214	0.0316472	0.000828882	0.00177721	0.0598191	0.00160127	0.00464176	0.00394983	0.0166516	0.00178632	0.0243868	0.0254351	0.00902443	0.0135954	0.00607338	0.0233813	0.0401537	0.271362	0.728638	0.9873428
2448	-291.9676	-375.3179	83.3503	0.0378447	0.05	0.0238932	0.0521243	0.00511419	0.0106998	0.0178888	0.0724595	0.00978319	0.00654357	0.0543083	0.000630752	0.0186517	0.0203059	0.0116922	0.00956292	0.0138656	0.000643285	0.0270488	0.00686105	0.0382366	0.00609133	0.00174139	0.00827718	0.0135462	0.00875045	3.71467e-05	0.0257231	0.000732157	0.00319276	0.0130618	0.0603912	0.0115688	0.022023	0.0171068	0.0297999	0.033799	0.00580951	0.0125134	0.00560183	0.026201	0.0316949	0.0177125	0.00895777	0.0588573	0.00711531	0.000975233	0.00424753	0.0471744	0.00240167	0.00277338	0.0118376	0.0291952	0.0150351	0.00428328	0.0177309	0.0769006	0.9278263	1.072174	0.137315	0.379719	0.739265	1.3527	2.63353	7.28255	1.43564	1.155576	0.0334607	0.0442079	0.0211253	0.0460861	0.00452175	0.00946032	0.0158165	0.0640657	0.00864989	0.00578555	0.0480172	0.000557685	0.016491	0.0179537	0.0103378	0.00845513	0.0122594	0.000568766	0.0239154	0.00606625	0.0338072	0.0053857	0.00153967	0.00731834	0.011977	0.00773679	3.28435e-05	0.0227433	0.000647343	0.0028229	0.0115487	0.0533954	0.0102286	0.0194718	0.0151251	0.0263478	0.0298837	0.00513653	0.0110638	0.0049529	0.0231659	0.0280233	0.0156606	0.00792009	0.0520391	0.00629106	0.00086226	0.00375549	0.0417097	0.00212346	0.00245211	0.0104663	0.0258132	0.0132934	0.0037871	0.015677	0.0679923	0.536087	0.463913	1.131019
2484	-294.2651	-378.4792	84.21417	0.0204869	0.0156348	0.0117551	0.0312552	0.00994379	0.0331291	0.00314425	0.0358226	0.0064064	0.00354411	0.0189986	0.00106074	0.0152805	0.0172364	0.0139636	0.00211986	0.00944973	0.000145214	0.0167727	0.0210228	0.00892607	0.00261707	0.000304034	6.72682e-05	0.0103306	0.00256604	0.000740081	0.00468591	0.00060831	0.00334951	0.00391548	0.0562537	0.0280705	0.0125243	0.0113699	0.0168931	0.00967014	0.00366667	0.0136451	0.00773429	0.0443168	0.0329237	0.0103829	0.0246206	0.00557051	0.0200536	0.003213	0.00138102	0.0331621	0.00650468	0.0180409	0.0195859	0.00286147	0.00179987	0.00970248	0.0101839	0.0312341	1.311152	0.6888476	0.101399	0.327522	0.705934	1.41656	3.05323	9.86199	1.654879	0.5253757	0.0269335	0.0205546	0.0154541	0.0410902	0.0130728	0.0435538	0.00413364	0.0470949	0.00842229	0.00465933	0.0249768	0.00139452	0.0200888	0.0226601	0.0183575	0.00278691	0.0124233	0.000190908	0.0220505	0.027638	0.0117348	0.00344058	0.000399704	8.84354e-05	0.0135813	0.0033735	0.000972961	0.00616042	0.000799725	0.00440349	0.00514755	0.073955	0.0369034	0.0164653	0.0149477	0.0222089	0.012713	0.00482045	0.0179388	0.010168	0.058262	0.0432837	0.01365	0.0323679	0.00732337	0.0263639	0.00422402	0.00181558	0.0435972	0.0085515	0.0237178	0.025749	0.00376189	0.00236623	0.0127555	0.0133884	0.0410625	0.344424	0.655576	0.760648
2520	-300.3143	-382.9963	82.68205	0.0735884	0.111417	0.0159833	0.0612405	0.104298	0.00928299	0.0060318	0.175704	0.0583421	0.00366089	0.0386049	0.00104414	0.0670184	0.00943622	0.000858738	0.00021756	0.0292717	0.0039168	0.0578592	0.0234206	0.0148172	0.0185813	0.00883399	0.0162124	0.00560046	0.000450668	0.00707652	0.0302172	0.005964	0.00414431	0.0524295	0.125147	0.0936435	0.0222244	0.0242372	0.0201224	0.00256292	0.00481838	0.00689142	0.0478094	0.081264	0.0297145	0.0569061	0.0501334	0.0331808	0.0473494	0.0435499	0.0149086	0.0835104	0.038951	0.0700591	0.10421	0.0185539	0.0178931	0.016671	0.0553695	0.11927	1.365633	0.634367	0.143695	0.388224	0.744391	1.34338	2.57583	6.95918	1.402798	0.4645223	0.0327865	0.0496406	0.00712119	0.027285	0.0464686	0.00413593	0.0026874	0.0782827	0.0259936	0.00163107	0.0171999	0.000465203	0.0298593	0.0042042	0.000382601	9.69314e-05	0.0130417	0.00174509	0.0257785	0.0104348	0.00660165	0.0082787	0.00393588	0.00722325	0.00249522	0.00020079	0.00315286	0.0134629	0.00265719	0.00184645	0.0233594	0.0557578	0.0417218	0.00990181	0.0107986	0.00896532	0.00114188	0.00214677	0.00307039	0.0213009	0.0362062	0.0132389	0.0253539	0.0223363	0.0147833	0.021096	0.0194032	0.00664237	0.0372071	0.0173542	0.031214	0.0464296	0.00826646	0.00797207	0.00742758	0.0246692	0.0531392	0.317183	0.682817	2.244476
2556	-303.9234	-387.4512	83.52783	0.000105279	0.0746749	0.010817	0.0621008	0.0124288	0.00400421	0.050711	0.142997	0.00416201	0.00234708	0.0201087	0.00467729	0.00275297	0.0380916	0.000886577	0.00732001	0.0306065	0.00467699	0.0124251	0.000602406	0.0135122	0.00476007	0.00360527	0.0053938	0.0289487	0.00715111	0.00303008	0.0440973	0.0037405	0.000703154	0.0520422	0.00349056	0.0102104	0.0178489	0.03835	0.00878776	0.0133298	0.0750581	0.0269965	0.0289645	0.0600247	0.00293884	0.0493061	0.00943893	0.0019146	0.00824974	0.0028835	0.00474307	0.0041972	0.0051689	0.0807148	0.0112028	0.0250038	0.00699332	0.0134696	0.0327657	0.0102494	1.109198	0.8908025	0.120005	0.355568	0.724263	1.38071	2.8124	8.333	1.533067	0.8031053	8.73117e-05	0.0619307	0.00897095	0.0515025	0.0103077	0.00332084	0.0420565	0.118592	0.00345171	0.00194652	0.0166769	0.00387905	0.00228314	0.0315908	0.000735271	0.00607076	0.0253831	0.0038788	0.0103046	0.000499598	0.0112062	0.00394771	0.00298998	0.00447328	0.0240082	0.00593068	0.00251296	0.0365715	0.00310213	0.000583152	0.0431606	0.00289485	0.00846783	0.0148028	0.0318051	0.00728802	0.0110549	0.0622485	0.0223892	0.0240214	0.0497808	0.00243729	0.0408914	0.00782806	0.00158785	0.00684182	0.0023914	0.0039336	0.0034809	0.00428676	0.0669398	0.00929089	0.0207366	0.00579982	0.0111709	0.0271738	0.00850019	0.445401	0.554599	1.205782
2592	-298.1466	-382.0769	83.93029	0.0247401	0.0200013	0.000989027	0.023895	0.000669941	0.00444674	0.00699332	0.0325048	0.0169377	0.00184856	0.0709198	0.00617244	0.0111737	0.0116964	0.000730502	0.0100962	0.00682383	0.00527608	0.0120975	0.0040519	0.0111419	0.00687023	0.00255828	0.00199325	0.00433224	0.00218822	0.0108666	0.0042425	0.00513872	0.0299298	0.0662422	0.0037916	0.0530887	0.0419426	0.0240639	0.00065107	0.00843717	0.030334	0.00913585	0.0120876	0.0024377	0.010424	0.0071099	0.00326624	0.0174189	0.00211427	0.016252	0.00992749	0.000524212	0.0101108	0.00857426	0.0447881	0.00821046	0.0264795	0.00125715	0.0342774	0.0333984	1.139016	0.8609839	0.115718	0.349316	0.720266	1.38838	2.86274	8.64168	1.559368	0.7559015	0.0295344	0.0238773	0.00118069	0.0285255	0.000799766	0.00530845	0.00834852	0.0388037	0.02022	0.00220678	0.0846629	0.00736856	0.0133389	0.013963	0.000872062	0.0120527	0.00814619	0.0062985	0.0144418	0.0048371	0.013301	0.00820157	0.00305403	0.00237951	0.00517176	0.00261227	0.0129724	0.00506463	0.00613453	0.0357297	0.0790789	0.00452635	0.0633765	0.0500704	0.0287271	0.000777237	0.0100722	0.0362123	0.0109062	0.0144299	0.00291009	0.012444	0.00848769	0.00389918	0.0207944	0.00252399	0.0194014	0.0118513	0.000625796	0.0120701	0.0102358	0.0534674	0.00980152	0.0316108	0.00150077	0.0409198	0.0398705	0.430492	0.569508	0.837672
2628	-293.6307	-377.4977	83.86698	0.0103071	0.0477097	0.00492713	0.0297002	0.000318088	0.0134236	0.00253248	0.0331383	0.0084941	0.000498226	0.0119203	0.0109091	0.00677925	0.0061042	9.18249e-06	0.0152857	0.00543821	0.00590749	0.00670414	0.00156826	0.0156694	0.00263066	0.00552057	0.00505053	0.00193268	8.86913e-05	0.000188347	0.000878492	0.00693029	0.00321786	0.0336643	0.00276996	0.0431962	0.0460358	0.00785215	2.33314e-05	0.000746065	0.0583233	0.0225003	0.012472	0.00859709	0.0163518	0.00319075	0.0117762	0.00100871	0.00306551	0.00611888	0.0133051	6.74453e-05	0.0157186	0.00721471	0.0152185	0.00129099	0.0146074	5.62562e-05	0.0146271	0.00471609	1.127557	0.8724431	0.0911355	0.310912	0.694564	1.43975	3.21635	10.9727	1.732045	0.7737464	0.0164048	0.075935	0.00784204	0.047271	0.00050627	0.0213651	0.00403071	0.0527431	0.0135192	0.000792979	0.0189723	0.017363	0.0107899	0.00971547	1.46149e-05	0.0243288	0.00865547	0.00940239	0.0106703	0.00249606	0.0249395	0.00418697	0.00878656	0.00803845	0.00307606	0.000141162	0.000299774	0.00139821	0.0110303	0.00512156	0.0535803	0.00440868	0.0687512	0.0732708	0.0124975	3.71344e-05	0.00118744	0.0928276	0.0358116	0.0198506	0.0136832	0.0260255	0.00507841	0.0187431	0.00160546	0.00487907	0.00973884	0.0211765	0.000107346	0.0250178	0.011483	0.0242218	0.00205475	0.0232492	8.95376e-05	0.0232805	0.00750615	0.436222	0.563778	0.6282968
2664	-313.2998	-396.6498	83.35008	0.0258904	0.0198635	0.0392861	0.0201434	0.036158	0.0308967	0.0145085	0.0851624	0.0257414	0.00571406	0.0323149	0.0182127	0.0324664	0.0127566	0.00673307	0.00570104	0.0150471	0.00223233	0.0344786	0.0131387	0.0232036	0.0383084	0.021475	0.00915123	0.0223362	0.00371431	0.000837579	0.0127653	0.0156318	0.00854132	0.00414801	0.0127085	0.0069416	0.00905479	0.0244657	0.00543731	0.0108603	0.0296895	0.00330553	0.0083443	0.00738029	0.0618287	0.0560057	0.0412952	0.00351088	0.0197799	0.0376015	0.00200577	0.0125182	0.0316766	0.0267601	0.00882282	0.0365156	0.0322765	0.00730394	0.00812709	0.0383144	0.9931174	1.006883	0.123081	0.359984	0.727057	1.37541	2.7779	8.12474	1.514767	1.013861	0.021958	0.0168465	0.033319	0.0170838	0.0306661	0.0262039	0.0123048	0.0722273	0.0218316	0.00484616	0.0274066	0.0154464	0.0275351	0.0108191	0.0057104	0.00483512	0.0127616	0.00189326	0.0292417	0.0111431	0.0196793	0.0324898	0.0182132	0.00776127	0.0189436	0.00315015	0.000710361	0.0108264	0.0132576	0.00724399	0.00351797	0.0107783	0.00588725	0.00767947	0.0207496	0.00461144	0.00921078	0.02518	0.00280346	0.0070769	0.00625931	0.0524377	0.0474991	0.035023	0.00297762	0.0167756	0.0318903	0.00170112	0.0106168	0.0268653	0.0226956	0.00748274	0.0309693	0.0273741	0.00619456	0.00689268	0.0324949	0.503441	0.496559	1.17909
2700	-293.0777	-376.6841	83.60643	0.0464632	0.0375834	0.00158521	0.0829573	0.0100229	0.0208541	0.0259423	0.0759964	0.0114702	0.00202054	0.0316538	0.00510041	0.028272	0.00449892	0.0143213	0.00189216	0.0114464	0.00106161	0.014651	0.00517904	0.0100978	0.00276727	0.00620061	0.00442996	0.00497187	0.00773358	0.00101666	0.0364002	0.00382664	0.0154624	0.0138953	0.00333295	0.0238196	0.0174863	0.0171444	0.00258272	0.0465135	0.0615863	0.0155265	0.0302333	0.0134396	0.0537988	0.050175	0.024083	0.0109032	0.0216396	0.0275109	0.00911732	0.000205739	0.00242701	0.0532109	0.0137129	0.0214166	0.0118776	0.00877759	0.0197728	0.0371597	0.9548366	1.045163	0.182898	0.436694	0.772222	1.29496	2.28993	5.46752	1.228368	1.094599	0.0408565	0.0330483	0.00139392	0.0729469	0.00881343	0.0183376	0.0228118	0.066826	0.0100861	0.00177672	0.0278342	0.00448495	0.0248604	0.00395604	0.0125932	0.00166383	0.0100651	0.000933508	0.0128831	0.00455409	0.0088793	0.00243335	0.00545238	0.0038954	0.00437192	0.00680037	0.000893983	0.0320078	0.00336488	0.0135966	0.0122185	0.00293077	0.0209453	0.0153762	0.0150756	0.00227106	0.0409008	0.0541548	0.0136529	0.0265851	0.0118179	0.047307	0.0441204	0.021177	0.00958749	0.0190284	0.0241912	0.00801714	0.000180913	0.00213414	0.04679	0.0120582	0.0188323	0.0104443	0.00771841	0.0173868	0.0326757	0.522582	0.477418	1.137228
2736	-295.9459	-379.6722	83.72632	0.0203437	0.0242967	0.00212054	0.0194463	0.00368371	0.00755686	0.00670322	0.0165796	0.00439723	0.013731	0.013851	0.0126831	0.00863464	0.00295756	0.000574748	0.00487106	0.0189924	0.00185201	0.0141187	0.000162473	0.0185047	0.000598207	0.00214843	0.0053095	0.000350952	0.00315818	0.000705744	0.0201121	0.0107673	0.00735429	0.000496009	0.000964018	0.00610137	0.00246782	0.00292713	1.1409e-05	0.0552235	0.0561046	0.00103767	0.0334802	0.015017	0.00511231	0.0298429	0.00598922	0.00120002	0.00346775	0.0202397	0.00173071	0.00127827	0.00194027	0.0414486	0.0150144	0.0105271	0.00234462	0.00500636	0.0100062	0.0100227	1.228946	0.7710544	0.0569493	0.2472	0.64661	1.54653	4.04531	17.5595	2.072022	0.6274113	0.0335944	0.0401222	0.00350174	0.0321125	0.00608306	0.012479	0.0110693	0.0273786	0.00726134	0.0226747	0.0228727	0.0209441	0.0142588	0.00488395	0.000949106	0.00804379	0.031363	0.00305831	0.0233148	0.000268299	0.0305575	0.000987844	0.0035478	0.0087678	0.000579542	0.00521523	0.00116543	0.033212	0.0177805	0.0121444	0.000819081	0.00159192	0.0100755	0.00407521	0.00483369	1.88401e-05	0.0911929	0.0926478	0.00171356	0.0552873	0.0247982	0.00844217	0.0492809	0.00989025	0.00198165	0.00572644	0.0334227	0.00285799	0.00211086	0.00320404	0.0684458	0.024794	0.0173839	0.00387176	0.00826721	0.0165237	0.0165509	0.385527	0.614473	0.605568
2772	-297.0882	-380.7473	83.65906	0.0177262	0.0437581	0.00216887	0.0198614	0.011445	0.0575961	0.0556663	0.0289316	0.0150081	0.00167837	0.0527898	0.0113719	0.0180722	0.00820021	0.00116783	0.0422523	0.0475315	0.0200919	0.081505	0.0225101	0.0370626	0.0281389	0.00924623	0.00884197	0.0122977	0.00558549	0.0194206	0.0607265	0.00583906	0.0107345	0.00032738	0.00188322	0.0142829	0.008736	0.0226796	0.00943026	0.0937893	0.0750788	0.0164625	0.031194	0.0290918	0.00385034	0.0763774	0.00175993	0.0230909	0.000791065	0.0161033	0.00489334	0.00689708	0.0358417	0.0416783	0.0223547	0.0249238	0.00342686	0.0244425	0.0269951	0.0715273	1.269157	0.7308431	0.143303	0.387707	0.744082	1.34394	2.57927	6.97822	1.404774	0.5758493	0.0122661	0.0302796	0.00150081	0.0137436	0.00791966	0.0398552	0.0385197	0.02002	0.0103853	0.00116139	0.0365293	0.00786911	0.0125055	0.00567435	0.00080811	0.0292376	0.0328907	0.0139032	0.0563996	0.0155764	0.0256465	0.0194715	0.00639817	0.00611844	0.00850975	0.00386503	0.0134386	0.0420213	0.00404049	0.00742806	0.000226539	0.00130315	0.00988341	0.00604511	0.0156937	0.00652552	0.0649	0.0519527	0.0113917	0.0215855	0.0201309	0.00266435	0.0528513	0.00121783	0.0159783	0.000547399	0.0111431	0.00338608	0.00477262	0.0248016	0.0288404	0.015469	0.0172467	0.00237131	0.0169136	0.01868	0.0494952	0.365422	0.634578	1.445136
